trace_name,status,returncode,warmup_instructions,simulation_instructions,elapsed_seconds,json_path,event_path,prediction_path,stdout_path,stderr_path,executable,command
403.gcc-48B.champsimtrace.xz,completed,0,5000000,10000000,212.38908314704895,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/403.gcc-48B/stats.json,/private/tmp/wam_final_diagnostic_raw/403.gcc-48B/events.bin,/private/tmp/wam_final_diagnostic_raw/403.gcc-48B/predictions.bin,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/403.gcc-48B/stdout.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/403.gcc-48B/stderr.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16,"[""/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16"", ""--hide-heartbeat"", ""--warmup-instructions"", ""5000000"", ""--simulation-instructions"", ""10000000"", ""--json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/403.gcc-48B/stats.json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/traces/champsim_public/spec2006/403.gcc-48B.champsimtrace.xz""]"
410.bwaves-945B.champsimtrace.xz,completed,0,5000000,10000000,144.62313890457153,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/410.bwaves-945B/stats.json,/private/tmp/wam_final_diagnostic_raw/410.bwaves-945B/events.bin,/private/tmp/wam_final_diagnostic_raw/410.bwaves-945B/predictions.bin,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/410.bwaves-945B/stdout.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/410.bwaves-945B/stderr.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16,"[""/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16"", ""--hide-heartbeat"", ""--warmup-instructions"", ""5000000"", ""--simulation-instructions"", ""10000000"", ""--json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/410.bwaves-945B/stats.json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/traces/champsim_public/spec2006/410.bwaves-945B.champsimtrace.xz""]"
416.gamess-875B.champsimtrace.xz,completed,0,5000000,10000000,210.20476865768433,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/416.gamess-875B/stats.json,/private/tmp/wam_final_diagnostic_raw/416.gamess-875B/events.bin,/private/tmp/wam_final_diagnostic_raw/416.gamess-875B/predictions.bin,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/416.gamess-875B/stdout.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/416.gamess-875B/stderr.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16,"[""/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16"", ""--hide-heartbeat"", ""--warmup-instructions"", ""5000000"", ""--simulation-instructions"", ""10000000"", ""--json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/416.gamess-875B/stats.json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/traces/champsim_public/spec2006/416.gamess-875B.champsimtrace.xz""]"
429.mcf-217B.champsimtrace.xz,completed,0,5000000,10000000,1103.5521051883698,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/429.mcf-217B/stats.json,/private/tmp/wam_final_diagnostic_raw/429.mcf-217B/events.bin,/private/tmp/wam_final_diagnostic_raw/429.mcf-217B/predictions.bin,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/429.mcf-217B/stdout.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/429.mcf-217B/stderr.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16,"[""/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16"", ""--hide-heartbeat"", ""--warmup-instructions"", ""5000000"", ""--simulation-instructions"", ""10000000"", ""--json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/429.mcf-217B/stats.json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/traces/champsim_public/spec2006/429.mcf-217B.champsimtrace.xz""]"
434.zeusmp-10B.champsimtrace.xz,completed,0,5000000,10000000,272.6345043182373,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/434.zeusmp-10B/stats.json,/private/tmp/wam_final_diagnostic_raw/434.zeusmp-10B/events.bin,/private/tmp/wam_final_diagnostic_raw/434.zeusmp-10B/predictions.bin,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/434.zeusmp-10B/stdout.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/434.zeusmp-10B/stderr.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16,"[""/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16"", ""--hide-heartbeat"", ""--warmup-instructions"", ""5000000"", ""--simulation-instructions"", ""10000000"", ""--json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/434.zeusmp-10B/stats.json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/traces/champsim_public/spec2006/434.zeusmp-10B.champsimtrace.xz""]"
435.gromacs-111B.champsimtrace.xz,completed,0,5000000,10000000,233.36918663978577,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/435.gromacs-111B/stats.json,/private/tmp/wam_final_diagnostic_raw/435.gromacs-111B/events.bin,/private/tmp/wam_final_diagnostic_raw/435.gromacs-111B/predictions.bin,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/435.gromacs-111B/stdout.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/435.gromacs-111B/stderr.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16,"[""/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16"", ""--hide-heartbeat"", ""--warmup-instructions"", ""5000000"", ""--simulation-instructions"", ""10000000"", ""--json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/435.gromacs-111B/stats.json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/traces/champsim_public/spec2006/435.gromacs-111B.champsimtrace.xz""]"
447.dealII-3B.champsimtrace.xz,completed,0,5000000,10000000,240.89334392547607,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/447.dealII-3B/stats.json,/private/tmp/wam_final_diagnostic_raw/447.dealII-3B/events.bin,/private/tmp/wam_final_diagnostic_raw/447.dealII-3B/predictions.bin,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/447.dealII-3B/stdout.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/447.dealII-3B/stderr.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16,"[""/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16"", ""--hide-heartbeat"", ""--warmup-instructions"", ""5000000"", ""--simulation-instructions"", ""10000000"", ""--json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/447.dealII-3B/stats.json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/traces/champsim_public/spec2006/447.dealII-3B.champsimtrace.xz""]"
453.povray-576B.champsimtrace.xz,completed,0,5000000,10000000,147.6769461631775,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/453.povray-576B/stats.json,/private/tmp/wam_final_diagnostic_raw/453.povray-576B/events.bin,/private/tmp/wam_final_diagnostic_raw/453.povray-576B/predictions.bin,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/453.povray-576B/stdout.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/453.povray-576B/stderr.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16,"[""/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16"", ""--hide-heartbeat"", ""--warmup-instructions"", ""5000000"", ""--simulation-instructions"", ""10000000"", ""--json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/453.povray-576B/stats.json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/traces/champsim_public/spec2006/453.povray-576B.champsimtrace.xz""]"
454.calculix-104B.champsimtrace.xz,completed,0,5000000,10000000,120.75189399719238,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/454.calculix-104B/stats.json,/private/tmp/wam_final_diagnostic_raw/454.calculix-104B/events.bin,/private/tmp/wam_final_diagnostic_raw/454.calculix-104B/predictions.bin,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/454.calculix-104B/stdout.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/454.calculix-104B/stderr.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16,"[""/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16"", ""--hide-heartbeat"", ""--warmup-instructions"", ""5000000"", ""--simulation-instructions"", ""10000000"", ""--json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/454.calculix-104B/stats.json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/traces/champsim_public/spec2006/454.calculix-104B.champsimtrace.xz""]"
465.tonto-44B.champsimtrace.xz,completed,0,5000000,10000000,129.2977750301361,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/465.tonto-44B/stats.json,/private/tmp/wam_final_diagnostic_raw/465.tonto-44B/events.bin,/private/tmp/wam_final_diagnostic_raw/465.tonto-44B/predictions.bin,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/465.tonto-44B/stdout.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/465.tonto-44B/stderr.txt,/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16,"[""/Users/ryanouardaoui/Documents/weighted-associative-memory/external/champsim/bin/champsim_wam_h16"", ""--hide-heartbeat"", ""--warmup-instructions"", ""5000000"", ""--simulation-instructions"", ""10000000"", ""--json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/results/champsim_final_diagnostic/runs/465.tonto-44B/stats.json"", ""/Users/ryanouardaoui/Documents/weighted-associative-memory/traces/champsim_public/spec2006/465.tonto-44B.champsimtrace.xz""]"
